episode,podcast,rec_1_episode,rec_1_isCorrect,rec_1_podcast,rec_2_episode,rec_2_isCorrect,rec_2_podcast,rec_3_episode,rec_3_isCorrect,rec_3_podcast,rec_4_episode,rec_4_isCorrect,rec_4_podcast,rec_5_episode,rec_5_isCorrect,rec_5_podcast
"Weekly Roundup: Thursday, October 12",npr-politics-podcast,Janet Yellen's Mystery Story,,the-indicator-from-planet-money,Antitrust 2: The Paradox,,planet-money,6- Christmas,,this-american-life,Limetown Ep 5 Transcript,,Limetown,328- What I Learned from Television,,this-american-life
"Weekly Roundup: Thursday, October 13",npr-politics-podcast,239- Lost in America,,this-american-life,598- My Undesirable Talent ,,this-american-life,"Weekly Roundup: Thursday, September 1 ",,npr-politics-podcast,"Monday, October 31",,npr-politics-podcast,"Weekly Roundup: Thursday, September 7",,npr-politics-podcast
"Weekly Roundup: Thursday, October 18",npr-politics-podcast,The 28-Hour Work Week,,the-indicator-from-planet-money,Lonely Hearts,,hidden-brain,#782: Budget Time,,planet-money,When Is It 'Terrorism'? How The Media Cover Attacks By Muslim Perpetrators,,hidden-brain,89- Sibling Rivalry,,this-american-life
"Weekly Roundup: Thursday, October 19",npr-politics-podcast,The Original Bailout,,the-indicator-from-planet-money,Are Independents Just Partisans In Disguise?,,hidden-brain,#802: The Hotel at the Center of the World,,planet-money,Why Are Kids Who Get Less Candy Happier On Halloween?,,hidden-brain,The Cubic Scoop on Wombat Poop!,,wow-in-the-world
"Weekly Roundup: Thursday, October 25",npr-politics-podcast,323- The Super,,this-american-life,"67- Your Dream, My Nightmare",,this-american-life,526- Is That What I Look Like?,,this-american-life,30- Obsession,,this-american-life,627- Suitable for Children,,this-american-life
"Weekly Roundup: Thursday, October 26",npr-politics-podcast,35- Fall Clearance Sale,,this-american-life,"Weekly Roundup: Thursday, February 1",,npr-politics-podcast,Why Now? ,,hidden-brain,"Weekly Roundup: Thursday, October 25",,npr-politics-podcast,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo ,,hidden-brain
"Weekly Roundup: Thursday, October 4",npr-politics-podcast,6- Christmas,,this-american-life,To Fail Or Not To Fail: The Fierce Debate Over High Standards,,codeswitch,"Tariffs And Tourists And Trade Wars, Oh My! ",,the-indicator-from-planet-money,"Weekly Roundup: Thursday, February 1",,npr-politics-podcast,323- The Super,,this-american-life
"Weekly Roundup: Thursday, October 5",npr-politics-podcast,House Judiciary Launches Probe Of Allegations Of Obstruction By President Trump,,npr-politics-podcast,The War On Coal,,the-indicator-from-planet-money,"The Olympics, Afrofuturism and Sichuan Food",,the-indicator-from-planet-money,The Jobs Report: Where The Ladies At?,,the-indicator-from-planet-money,"Puerto Rico, My Heart's Devotion",,codeswitch
"Weekly Roundup: Thursday, October 6",npr-politics-podcast,35- Fall Clearance Sale,,this-american-life,"Weekly Roundup: Thursday, October 25",,npr-politics-podcast,"Weekly Roundup: Thursday, February 1",,npr-politics-podcast,Why Now? ,,hidden-brain,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo ,,hidden-brain
"Weekly Roundup: Thursday, September 1 ",npr-politics-podcast,513- 129 Cars,,this-american-life,Parkland Students Bring Gun Debate Front And Center,,npr-politics-podcast,276- Swing Set,,this-american-life,3D Printing the Future!,,wow-in-the-world,"Trump, Obama Meet at the White House",,npr-politics-podcast
"Weekly Roundup: Thursday, September 13",npr-politics-podcast,143- Sentencing,,this-american-life,391- More Is Less,,this-american-life,157- Secret Life of Daytime,,this-american-life,76- Mob,,this-american-life,404- Enemy Camp 2010,,this-american-life
"Weekly Roundup: Thursday, September 14",npr-politics-podcast,#818: The Problem Of The Root,,planet-money,The Recession Predictor,,the-indicator-from-planet-money,Researchers Examine Why Tylenol Affects Empathy,,hidden-brain,The Economics Of Happiness And A Country's Income Inequality,,hidden-brain,502- This Call May Be Recorded... To Save Your Life,,this-american-life
"Weekly Roundup: Thursday, September 15",npr-politics-podcast,"Weekly Roundup: Thursday, May 3",,npr-politics-podcast,#829: Rigging The Economy,,planet-money,264- Special Treatment,,this-american-life,607- Didn’t We Solve This One?,,this-american-life,372- The Inauguration Show,,this-american-life
"Weekly Roundup: Thursday, September 20",npr-politics-podcast,380- No Map,,this-american-life,Bag O' Worms & The Velocity Of Poop,,wow-in-the-world,House Judiciary Launches Probe Of Allegations Of Obstruction By President Trump,,npr-politics-podcast,574- Sinatra’s 100th Birthday,,this-american-life,A Snapshot Of Poverty In America,,the-indicator-from-planet-money
"Weekly Roundup: Thursday, September 21 ",npr-politics-podcast,"Tariffs And Tourists And Trade Wars, Oh My! ",,the-indicator-from-planet-money,210- Perfect Evidence,,this-american-life,386- Fine Print,,this-american-life,435- How To Create a Job,,this-american-life,94- How To,,this-american-life
"Weekly Roundup: Thursday, September 28",npr-politics-podcast,6- Christmas,,this-american-life,"Tariffs And Tourists And Trade Wars, Oh My! ",,the-indicator-from-planet-money,"Weekly Roundup: Thursday, February 1",,npr-politics-podcast,386- Fine Print,,this-american-life,210- Perfect Evidence,,this-american-life
"Weekly Roundup: Thursday, September 29",npr-politics-podcast,227- Why We Fight,,this-american-life,572- Transformers,,this-american-life,314- It's Never Over,,this-american-life,369- Poultry Slam 2008,,this-american-life,178- Superpowers,,this-american-life
"Weekly Roundup: Thursday, September 6",npr-politics-podcast,210- Perfect Evidence,,this-american-life,"Tariffs And Tourists And Trade Wars, Oh My! ",,the-indicator-from-planet-money,94- How To,,this-american-life,386- Fine Print,,this-american-life,435- How To Create a Job,,this-american-life
"Weekly Roundup: Thursday, September 7",npr-politics-podcast,479- Little War on the Prairie,,this-american-life,554- Not It!,,this-american-life,6 Decades Of Research Examines Prisoners Of War,,hidden-brain,A Brief History of Tariffs ,,the-indicator-from-planet-money,Three Indicators To Keep A (Side)eye On ,,the-indicator-from-planet-money
"Weekly Roundup: Tuesday, July 3",npr-politics-podcast,205- Plan B,,this-american-life,"Weekly Roundup: Thursday, December 15",,npr-politics-podcast,You 2.0: Originals,,hidden-brain,Politics Podcast Pop Up,,codeswitch,195- War Stories,,this-american-life
"Weekly Roundup: Tuesday, November 22",npr-politics-podcast,52- Edge of Sanity,,this-american-life,"Weekly Roundup: Thursday, December 14",,npr-politics-podcast,#798: Bad Credit Bureau,,planet-money,"Weekly Roundup: Tuesday, July 3",,npr-politics-podcast,"Weekly Roundup: Thursday, April 13",,npr-politics-podcast
"Weekly Roundup: Wednesday, December 21",npr-politics-podcast,#871: Blacklisted In China,,planet-money,"Weekly Roundup: Thursday, June 1",,npr-politics-podcast,Chapter 2 Transcript,,S-Town,495- Hot In My Backyard,,this-american-life,72- Trek,,this-american-life
"Weekly Roundup: Wednesday, December 28",npr-politics-podcast,574- Sinatra’s 100th Birthday,,this-american-life,EPISODE 10,,Mable,580- That's One Way to Do It,,this-american-life,425- Slow To React,,this-american-life,I Can't Believe It's Not Budget,,the-indicator-from-planet-money
"Weeky Roundup: Thursday, April 20",npr-politics-podcast,402- Save the Day,,this-american-life,BONUS: Youth Radio Girl Mystery,,invisibilia,484- Doppelgängers,,this-american-life,#890: The Division Problem,,planet-money,"556- Same Bed, Different Dreams",,this-american-life
 #833: Worst. Tariffs. Ever.,planet-money,526- Is That What I Look Like?,,this-american-life,Episode 1,,Mogul The Life and Death of Chris Lighty,How Birth Order Relates To Job Success,,hidden-brain,420- Neighborhood Watch,,this-american-life,323- The Super,,this-american-life
#271: A City On The Moon,planet-money,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo,,hidden-brain,"Weekly Roundup: Thursday, June 14",,npr-politics-podcast,121- Twentieth Century Man,,this-american-life,"Weekly Roundup: Thursday, August 17",,npr-politics-podcast,"Sunday, November 6",,npr-politics-podcast
#273: When The U.S. Paid Off The Entire National Debt,planet-money,"Trump, Obama Meet at the White House",,npr-politics-podcast,511- The Seven Things You’re Not Supposed to Talk About,,this-american-life,276- Swing Set,,this-american-life,3D Printing the Future!,,wow-in-the-world,513- 129 Cars,,this-american-life
#286: Libertarian Summer Camp,planet-money,161- Million Bubbles,,this-american-life,EPISODE 27,,Mable,"Weekly Roundup: Thursday, October 18",,npr-politics-podcast,"Weekly Roundup: Thursday, April 5",,npr-politics-podcast,EPISODE 29,,Mable
#369: If Teens Ran the Fed ,planet-money,425- Slow To React,,this-american-life,Getting A Foot In the Door,,codeswitch,"Weekly Roundup: Thursday, July 7 ",,npr-politics-podcast,We're Going To Start A Dialogue...Again.,,codeswitch,"Radio Replay: Life, Interrupted",,hidden-brain
#381: When Business Loves Regulation,planet-money,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo,,hidden-brain,"Weekly Roundup: Thursday, February 1",,npr-politics-podcast,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo ,,hidden-brain,Why Now? ,,hidden-brain,425- Slow To React,,this-american-life
#399: Can You Patent a Steak?,planet-money,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo,,hidden-brain,"Weekly Roundup: Thursday, February 1",,npr-politics-podcast,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo ,,hidden-brain,302- Strangers in a Strange Land,,this-american-life,Why Now? ,,hidden-brain
#418: A Fake Bank For Money Laundering Run By The Government,planet-money,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo,,hidden-brain,"Weekly Roundup: Thursday, June 14",,npr-politics-podcast,121- Twentieth Century Man,,this-american-life,"Weekly Roundup: Thursday, August 17",,npr-politics-podcast,"Sunday, November 6",,npr-politics-podcast
#427: LeBron James Is Still Underpaid,planet-money,"Tariffs And Tourists And Trade Wars, Oh My! ",,the-indicator-from-planet-money,210- Perfect Evidence,,this-american-life,386- Fine Print,,this-american-life,435- How To Create a Job,,this-american-life,94- How To,,this-american-life
#444: New Jersey Wine,planet-money,"'Man Up': How A Fear Of Appearing Feminine Restricts Men, And Affects Us All",,hidden-brain,200- Hearts and Minds,,this-american-life,"The Cassandra Curse: Why We Heed Some Warnings, And Ignore Others",,hidden-brain,277- Apology,,this-american-life,141- Invisible Worlds,,this-american-life
#454: The Lollipop War,planet-money,"Originals: How To Spot One, How To Be One ",,hidden-brain,245- Allure of the Mean Friend,,this-american-life,#871: Blacklisted In China,,planet-money,Chapter 2 Transcript,,S-Town,"Weekly Roundup: Thursday, June 1",,npr-politics-podcast
#468: Kid Rock Vs. The Scalpers,planet-money,Episode 1,,Mogul The Life and Death of Chris Lighty,How Birth Order Relates To Job Success,,hidden-brain,526- Is That What I Look Like?,,this-american-life,420- Neighborhood Watch,,this-american-life,Radio Replay: Loving the Lie,,hidden-brain
#472: The One-Page Plan To Fix Global Warming Revisited,planet-money,Crickets And Cannibals: Unpacking The Complicated Emotion Of Disgust,,hidden-brain,"Weekly Roundup: Thursday, January 4",,npr-politics-podcast,"Weekly Roundup: Thursday, August 30",,npr-politics-podcast,"Weekly Roundup: Thursday, November 17",,npr-politics-podcast,257- What I Should’ve Said,,this-american-life
#474: The North Korea Files,planet-money,579- My Damn Mind,,this-american-life,"Black Atheists, White Santas, And A Feast For The Deceased",,codeswitch,290- Godless America,,this-american-life,#885: Do It For Your Country,,planet-money,The Weight of Our Words,,hidden-brain
#508: A Bet On The Future Of Humanity,planet-money,380- No Map,,this-american-life,House Judiciary Launches Probe Of Allegations Of Obstruction By President Trump,,npr-politics-podcast,"More Debt, Less Problems",,the-indicator-from-planet-money,Coal Stories 5,,embedded,#881: The Prisoners of the Trade War,,planet-money
#524: Mr Jones' Act,planet-money,"Weeky Roundup: Thursday, April 20",,npr-politics-podcast,"Weekly Roundup: Thursday, August 18",,npr-politics-podcast,"President Trump, One Year In",,npr-politics-podcast,"Weekly Roundup: Thursday, November 16",,npr-politics-podcast,266- I'm From the Private Sector and I'm Here to Help,,this-american-life
#539: What's A Penny Worth?,planet-money,195- War Stories,,this-american-life,"Weekly Roundup: Thursday, September 6",,npr-politics-podcast,"Weekly Roundup: Thursday, September 7",,npr-politics-podcast,"Monday, October 31",,npr-politics-podcast,"Weekly Roundup: Thursday, September 1 ",,npr-politics-podcast
#575: The Fondue Conspiracy,planet-money,The Cheater's High And Other Reasons We Cheat,,hidden-brain,EPISODE 24,,Mable,Such Cryptocurrency. So Amaze.,,the-indicator-from-planet-money,"Obama, Trump, And Trade",,the-indicator-from-planet-money,319- And the Call Was Coming from the Basement,,this-american-life
#579: Is the NCAA An Illegal Cartel? ,planet-money,#866: Modern Monetary Theory,,planet-money,U.S.-China Trade: Where Are We Now?,,the-indicator-from-planet-money,#864: The Central (Bankers') Question,,planet-money,Trickle-down Economics: Pricing H2O,,the-indicator-from-planet-money,"Your Jobs Questions, Answered",,the-indicator-from-planet-money
#585: Chasing The Dread Pirate Roberts,planet-money,"#884: The Rest Of The Story, Winter 2018",,planet-money,Homegrown Genome,,wow-in-the-world,Ode On A Grecian Tax,,the-indicator-from-planet-money,#818: The Problem Of The Root,,planet-money,Researchers Examine Why Tylenol Affects Empathy,,hidden-brain
#586: How Stuff Gets Cheaper,planet-money,86- How to Take Money from Strangers,,this-american-life,"Weekly Roundup: Thursday, August 17",,npr-politics-podcast,"Weekly Roundup: Thursday, September 13",,npr-politics-podcast,425- Slow To React,,this-american-life,"Friday, November 4 ",,npr-politics-podcast
#587: Jubilee! (?),planet-money,205- Plan B,,this-american-life,"Weekly Roundup: Thursday, December 15",,npr-politics-podcast,You 2.0: Originals,,hidden-brain,Politics Podcast Pop Up,,codeswitch,195- War Stories,,this-american-life
#609: The Curse Of The Black Lotus,planet-money,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo,,hidden-brain,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo ,,hidden-brain,"Weekly Roundup: Thursday, February 1",,npr-politics-podcast,Why Now? ,,hidden-brain,"Weekly Roundup: Thursday, June 14",,npr-politics-podcast
"#629: Buy Low, Sell Prime",planet-money,Why Are Kids Who Get Less Candy Happier On Halloween?,,hidden-brain,Are Independents Just Partisans In Disguise?,,hidden-brain,#802: The Hotel at the Center of the World,,planet-money,The Cubic Scoop on Wombat Poop!,,wow-in-the-world,The Original Bailout,,the-indicator-from-planet-money
#643: The Taxi King,planet-money,Coal Stories 5,,embedded,EPISODE 35,,Mable,"More Debt, Less Problems",,the-indicator-from-planet-money,EPISODE 36,,Mable,#881: The Prisoners of the Trade War,,planet-money
#648: The Benefits of Bankruptcy ,planet-money,"Weekly Roundup: Thursday, October 18",,npr-politics-podcast,"Weekly Roundup: Thursday, April 5",,npr-politics-podcast,EPISODE 27,,Mable,439- A House Divided,,this-american-life,EPISODE 29,,Mable
#661: The Less Deadly Catch ,planet-money,514- Thought That Counts,,this-american-life,518- Except For That One Thing,,this-american-life,2- Small Scale Sin,,this-american-life,50- Shoulda Been Dead,,this-american-life,203- Recordings for Someone,,this-american-life
#671: An Insider Trader Tells All,planet-money,Why Is Your Boss Bad At His Job? It May Be The 'Peter Principle' At Work ,,hidden-brain,Infinity Mirror Part Five,,Mable,The Original Bailout,,the-indicator-from-planet-money,Are Independents Just Partisans In Disguise?,,hidden-brain,#802: The Hotel at the Center of the World,,planet-money
#688: Brilliant Vs. Boring,planet-money,514- Thought That Counts,,this-american-life,518- Except For That One Thing,,this-american-life,2- Small Scale Sin,,this-american-life,50- Shoulda Been Dead,,this-american-life,203- Recordings for Someone,,this-american-life
#699: Kansas City Vs. Kansas City,planet-money,425- Slow To React,,this-american-life,Getting A Foot In the Door,,codeswitch,"Weekly Roundup: Thursday, July 7 ",,npr-politics-podcast,We're Going To Start A Dialogue...Again.,,codeswitch,"Radio Replay: Life, Interrupted",,hidden-brain
#704: Open Office,planet-money,120- Be Careful Who You Pretend to Be,,this-american-life,404- Enemy Camp 2010,,this-american-life,499- Taking Names,,this-american-life,157- Secret Life of Daytime,,this-american-life,391- More Is Less,,this-american-life
#729: When Subaru Came Out,planet-money,"Weekly Roundup: Thursday, January 25",,npr-politics-podcast,260- The Facts Don’t Matter,,this-american-life,598- My Undesirable Talent ,,this-american-life,341- How to Talk to Kids,,this-american-life,239- Lost in America,,this-american-life
#765: The Holiday Industrial Complex,planet-money,425- Slow To React,,this-american-life,Getting A Foot In the Door,,codeswitch,"Weekly Roundup: Thursday, July 7 ",,npr-politics-podcast,We're Going To Start A Dialogue...Again.,,codeswitch,"Radio Replay: Life, Interrupted",,hidden-brain
#776: Here We Grow Again,planet-money,"99- I Enjoy Being A Girl, Sort Of",,this-american-life,"An Anthropologist Walks Into A Bar And Asks, 'Why Is This Joke Funny?'",,hidden-brain,Episode 1,,Serial,446- Living Without (2011),,this-american-life,"Too Little, Too Much: How Poverty and Wealth Affect Our Minds",,hidden-brain
#778: What the Falcon's Up With Qatar?,planet-money,140- Family Business,,this-american-life,"Weekly Roundup: Thursday, December 21",,npr-politics-podcast,"Weekly Roundup: Thursday, September 15",,npr-politics-podcast,#872: The Halloween Tapes,,planet-money,"Weekly Roundup: Thursday, May 24",,npr-politics-podcast
#781: The Money Fixers,planet-money,Chapter 2 Transcript,,S-Town,Stroke of Genius: How Derek Amato Became a Musical Savant  ,,hidden-brain,"Weekly Roundup: Thursday, June 28",,npr-politics-podcast,257- What I Should’ve Said,,this-american-life,#871: Blacklisted In China,,planet-money
#782: Budget Time,planet-money,"Weekly Roundup: Thursday, October 12",,npr-politics-podcast,334- Duty Calls,,this-american-life,"Weekly Roundup: Thursday, July 27 ",,npr-politics-podcast,"Weekly Roundup: Thursday, March 1",,npr-politics-podcast,"Weekly Roundup: Thursday, May 31",,npr-politics-podcast
#783: New Jersey Bails Out,planet-money,620- To Be Real,,this-american-life,418- Toxie,,this-american-life,Episode 3,,Mogul The Life and Death of Chris Lighty,Corn Your Toes And Blast-Off To The Moon!,,wow-in-the-world,"Weekly Roundup: Thursday, March 7",,npr-politics-podcast
#784: Meeting The Russians,planet-money,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo,,hidden-brain,"Weekly Roundup: Thursday, June 14",,npr-politics-podcast,121- Twentieth Century Man,,this-american-life,"Weekly Roundup: Thursday, August 17",,npr-politics-podcast,"Sunday, November 6",,npr-politics-podcast
#785: The Starbury,planet-money,"Weekly Roundup: Thursday, February 1",,npr-politics-podcast,35- Fall Clearance Sale,,this-american-life,Why Now? ,,hidden-brain,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo ,,hidden-brain,"Weekly Roundup: Thursday, October 25",,npr-politics-podcast
"#786: Rest of the Story 2017, Vol. 1",planet-money,380- No Map,,this-american-life,Bag O' Worms & The Velocity Of Poop,,wow-in-the-world,Why Are Kids Who Get Less Candy Happier On Halloween?,,hidden-brain,574- Sinatra’s 100th Birthday,,this-american-life,Are Independents Just Partisans In Disguise?,,hidden-brain
#787: Google Is Big. Is That Bad?,planet-money,425- Slow To React,,this-american-life,302- Strangers in a Strange Land,,this-american-life,Getting A Foot In the Door,,codeswitch,We're Going To Start A Dialogue...Again.,,codeswitch,"Weekly Roundup: Thursday, July 7 ",,npr-politics-podcast
#788: Robert And Kenny Go To The Fair,planet-money,143- Sentencing,,this-american-life,76- Mob,,this-american-life,53- Valentine’s Day ‘97,,this-american-life,281- My Big Break,,this-american-life,666- The Theme That Shall Not Be Named,,this-american-life
#789: Robocall Invasion,planet-money,302- Strangers in a Strange Land,,this-american-life,133- Sales,,this-american-life,"Weekly Roundup: Thursday, February 1",,npr-politics-podcast,272- Big Tent,,this-american-life,Episode 1,,Serial
#790: Rough Translation in Ukraine,planet-money,479- Little War on the Prairie,,this-american-life,554- Not It!,,this-american-life,A Brief History of Tariffs ,,the-indicator-from-planet-money,6 Decades Of Research Examines Prisoners Of War,,hidden-brain,Three Indicators To Keep A (Side)eye On ,,the-indicator-from-planet-money
#791: Tips From Spies,planet-money,514- Thought That Counts,,this-american-life,518- Except For That One Thing,,this-american-life,2- Small Scale Sin,,this-american-life,50- Shoulda Been Dead,,this-american-life,203- Recordings for Someone,,this-american-life
#792: The Ransom Problem,planet-money,143- Sentencing,,this-american-life,76- Mob,,this-american-life,53- Valentine’s Day ‘97,,this-american-life,281- My Big Break,,this-american-life,666- The Theme That Shall Not Be Named,,this-american-life
#793: This Week in Time Bombs,planet-money,"Weekly Roundup: Thursday, February 1",,npr-politics-podcast,35- Fall Clearance Sale,,this-american-life,"'Man Up': How A Fear Of Appearing Feminine Restricts Men, And Affects Us All",,hidden-brain,"The Cassandra Curse: Why We Heed Some Warnings, And Ignore Others",,hidden-brain,200- Hearts and Minds,,this-american-life
#794: How To Make It In The Music Business,planet-money,302- Strangers in a Strange Land,,this-american-life,"Weekly Roundup: Thursday, February 1",,npr-politics-podcast,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo,,hidden-brain,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo ,,hidden-brain,Why Now? ,,hidden-brain
#795: Is Record Breaking Broken?,planet-money,"Weekly Roundup LIVE: Friday, February 10",,npr-politics-podcast,478- Red State Blue State,,this-american-life,297- This Is Not My Beautiful House,,this-american-life,"Weekly Roundup: Thursday, May 24",,npr-politics-podcast,"Weekly Roundup: Thursday, December 21",,npr-politics-podcast
#796: The Basic Income Experiment,planet-money,302- Strangers in a Strange Land,,this-american-life,"Weekly Roundup: Thursday, February 1",,npr-politics-podcast,133- Sales,,this-american-life,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo,,hidden-brain,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo ,,hidden-brain
#797: Flood Money,planet-money,323- The Super,,this-american-life,"67- Your Dream, My Nightmare",,this-american-life,526- Is That What I Look Like?,,this-american-life,30- Obsession,,this-american-life,627- Suitable for Children,,this-american-life
#798: Bad Credit Bureau,planet-money,"Guys, We Have A Problem: How American Masculinity Creates Lonely Men",,hidden-brain,#782: Budget Time,,planet-money,The 28-Hour Work Week,,the-indicator-from-planet-money,173- Three Kinds of Deception,,this-american-life,89- Sibling Rivalry,,this-american-life
#799: Corporate! Income! Tax!,planet-money,615- The Beginning of Now,,this-american-life,"Wednesday, November 2",,npr-politics-podcast,336- Who Can You Save?,,this-american-life,149- Bedside Diplomacy,,this-american-life,"Weekly Roundup: Thursday, June 23 ",,npr-politics-podcast
#800: North Korea's Capitalists ,planet-money,"Weekly Roundup: Thursday, March 7",,npr-politics-podcast,523- Death and Taxes,,this-american-life,620- To Be Real,,this-american-life,418- Toxie,,this-american-life,Episode 3,,Mogul The Life and Death of Chris Lighty
#801: The Death Show ,planet-money,#841: The Land Of Duty Free,,planet-money,Ode On A Grecian Tax,,the-indicator-from-planet-money,Why Your Brain Wants To Help One Child In Need — But Not Millions,,hidden-brain,#868: Moneyland,,planet-money,EPISODE 19,,Mable
#802: The Hotel at the Center of the World,planet-money,Trump Stories: Obstruction,,embedded,"The Olympics, Afrofuturism and Sichuan Food",,the-indicator-from-planet-money,The Jobs Report: Where The Ladies At?,,the-indicator-from-planet-money,112- Ladies and Germs,,this-american-life,BANG! Where'd This Universe Come From?!,,wow-in-the-world
"#803: Nudge, Nudge, Nobel",planet-money,EPISODE 29,,Mable,353- The Audacity of Government,,this-american-life,"Weekly Roundup: Thursday, November 1",,npr-politics-podcast,"Weekly Roundup: Thursday, August 24",,npr-politics-podcast,602- The Sun Comes Up,,this-american-life
#804: Your Cell Phone's A Snitch,planet-money,How Birth Order Relates To Job Success,,hidden-brain,Episode 1,,Mogul The Life and Death of Chris Lighty,Radio Replay: Loving the Lie,,hidden-brain,526- Is That What I Look Like?,,this-american-life,420- Neighborhood Watch,,this-american-life
#805: War And Peace And Cows,planet-money,#829: Rigging The Economy,,planet-money,607- Didn’t We Solve This One?,,this-american-life,372- The Inauguration Show,,this-american-life,449- Middle School,,this-american-life,74- Conventions,,this-american-life
#806: Walmart's Pickle,planet-money,205- Plan B,,this-american-life,"Weekly Roundup: Thursday, December 15",,npr-politics-podcast,You 2.0: Originals,,hidden-brain,Politics Podcast Pop Up,,codeswitch,195- War Stories,,this-american-life
#807: Anatomy of a Hustle ,planet-money,47- Christmas and Commerce,,this-american-life,Aging Up,,the-indicator-from-planet-money,542- Wait—Do You Have The Map?,,this-american-life,Ask Code Switch: School Daze ,,codeswitch,118- What You Lookin’ At?,,this-american-life
"#812: High Rise, Low Returns",planet-money,514- Thought That Counts,,this-american-life,518- Except For That One Thing,,this-american-life,2- Small Scale Sin,,this-american-life,50- Shoulda Been Dead,,this-american-life,203- Recordings for Someone,,this-american-life
#813: The Produce Show,planet-money,297- This Is Not My Beautiful House,,this-american-life,117- You Gonna Eat That?,,this-american-life,106- Father’s Day ‘98,,this-american-life,584- For Your Reconsideration,,this-american-life,538- Is This Working?,,this-american-life
#814: The Tax Plan Is Huge,planet-money,"'Man Up': How A Fear Of Appearing Feminine Restricts Men, And Affects Us All",,hidden-brain,200- Hearts and Minds,,this-american-life,"The Cassandra Curse: Why We Heed Some Warnings, And Ignore Others",,hidden-brain,277- Apology,,this-american-life,141- Invisible Worlds,,this-american-life
#815: The Rest of the Story 2017,planet-money,Politics Podcast Pop Up,,codeswitch,55- Three Women and the Sex Industry,,this-american-life,266- I'm From the Private Sector and I'm Here to Help,,this-american-life,You 2.0: Originals,,hidden-brain,205- Plan B,,this-american-life
#816: Bitcoin Losers,planet-money,The Ins & Outs Of The Minimum Wage,,the-indicator-from-planet-money,China's Social Credit System,,the-indicator-from-planet-money,Duck Duck Poop - A Tale Of Symbiosis,,wow-in-the-world,Why Men Outnumber Women Attending Business Schools,,hidden-brain,CEO's Voice Tone Can Speak Volumes,,hidden-brain
#817: The Gun Man ,planet-money,514- Thought That Counts,,this-american-life,518- Except For That One Thing,,this-american-life,2- Small Scale Sin,,this-american-life,50- Shoulda Been Dead,,this-american-life,203- Recordings for Someone,,this-american-life
#818: The Problem Of The Root,planet-money,"Weekly Roundup: Thursday, January 25",,npr-politics-podcast,260- The Facts Don’t Matter,,this-american-life,598- My Undesirable Talent ,,this-american-life,341- How to Talk to Kids,,this-american-life,239- Lost in America,,this-american-life
#819: Tax Me If You Can,planet-money,530- Mind Your Own Business,,this-american-life,23- Drama Bug,,this-american-life,Watch Your Mouth,,hidden-brain,Tennis Trend? Many Top Players Are Older Than 30,,hidden-brain,New Study Explores Psychology Of Giving Wedding Gifts,,hidden-brain
#820: P Is For Phosphorus ,planet-money,425- Slow To React,,this-american-life,Getting A Foot In the Door,,codeswitch,"Weekly Roundup: Thursday, July 7 ",,npr-politics-podcast,We're Going To Start A Dialogue...Again.,,codeswitch,"Radio Replay: Life, Interrupted",,hidden-brain
#822: The Shortest Super Bowl,planet-money,120- Be Careful Who You Pretend to Be,,this-american-life,404- Enemy Camp 2010,,this-american-life,499- Taking Names,,this-american-life,157- Secret Life of Daytime,,this-american-life,391- More Is Less,,this-american-life
#823: Planet Monet,planet-money,620- To Be Real,,this-american-life,418- Toxie,,this-american-life,Episode 3,,Mogul The Life and Death of Chris Lighty,Corn Your Toes And Blast-Off To The Moon!,,wow-in-the-world,"Weekly Roundup: Thursday, March 7",,npr-politics-podcast
#824: Our Valentines,planet-money,143- Sentencing,,this-american-life,76- Mob,,this-american-life,53- Valentine’s Day ‘97,,this-american-life,281- My Big Break,,this-american-life,666- The Theme That Shall Not Be Named,,this-american-life
#825: Who Started The Wildfire,planet-money,Why Are Kids Who Get Less Candy Happier On Halloween?,,hidden-brain,The Cubic Scoop on Wombat Poop!,,wow-in-the-world,#802: The Hotel at the Center of the World,,planet-money,Are Independents Just Partisans In Disguise?,,hidden-brain,654- The Feather Heist,,this-american-life
#825: Who Started The Wildfire?,planet-money,The Cubic Scoop on Wombat Poop!,,wow-in-the-world,#802: The Hotel at the Center of the World,,planet-money,Are Independents Just Partisans In Disguise?,,hidden-brain,Why Are Kids Who Get Less Candy Happier On Halloween?,,hidden-brain,654- The Feather Heist,,this-american-life
